,d_T,Viral Clearance Time,Total Viral Load,Excess CTL
87,0.3274549162877732,19.0,344992.4036572469,110105.57295587716
88,0.3593813663804629,19.0,377521.0584818376,111341.35839332988
89,0.394420605943766,19.0,408039.732958963,104709.51199208207
90,0.43287612810830617,19.0,438731.2353944298,94754.72720622638
91,0.4750810162102798,19.0,471467.35687447625,84805.9170943121
92,0.521400828799969,19.0,507971.97970179666,76943.0503764523
93,0.572236765935022,19.0,549921.706904468,72364.80183060798
94,0.6280291441834259,19.0,598730.0651330515,71532.0244558017
95,0.6892612104349702,19.0,655043.2840923918,74003.90915343285
96,0.7564633275546291,19.0,718431.9101724422,78285.54569244028
97,0.8302175681319752,19.0,787830.4726028701,82278.94889337521
98,0.9111627561154896,19.0,862455.6654998932,84375.99950309085
99,1.0,19.0,942384.1217638836,84268.57842473766
