,Resample,RMSLE,p,k_V,c_V,r,k_T,d_T,c_T,T_0,V_0
120,121.0,0.8783200504491673,6.110405255183657,1200000.0,2.759447224750402e-06,0.20656331811107265,3760.8691623434424,0.011,0.010674487528081922,970536.8,25.0
121,122.0,0.8638649075671476,6.602485907225031,1200000.0,2.920979092638561e-06,0.1945485372201432,3908.796416208148,0.011,4.518192570079904e-08,1088850.0,25.0
122,123.0,0.9136959714568123,6.021665284756139,1200000.0,2.647254272754982e-06,0.20271500452228963,3433.4479284137487,0.011,0.03665956492727007,896818.0,25.0
123,124.0,0.9625965444518905,6.191507343609551,1200000.0,2.888558594307701e-06,0.2066444001524843,4132.897127494216,0.011,1.167134722201979e-10,1002190.8,25.0
124,125.0,0.9577900975381892,6.195292370297821,1200000.0,2.8854979509862616e-06,0.18378376150037923,3033.055674687028,0.011,0.0408977173864587,920808.4,25.0
125,126.0,0.9223063230640994,5.896652656124722,1200000.0,2.6056738772096215e-06,0.20882713023688382,4318.105631403625,0.011,0.02651475372032669,935924.8,25.0
126,127.0,0.8869574483093381,5.342144071507391,1200000.0,2.212005273372273e-06,0.20980140219586474,2989.653411142528,0.011,0.06258680040001946,859887.2,25.0
127,128.0,0.8531508169759218,6.393728377407761,1200000.0,3.149196944554733e-06,0.19405840780509465,2933.8456096574664,0.011,0.008107063078868382,922556.0,25.0
128,129.0,0.9702058171341251,5.7545838813963,1200000.0,2.576191751432912e-06,0.23296518227825658,5324.654020823538,0.011,0.010444215696819859,917850.4,25.0
129,130.0,0.8937286572595845,6.340659496781733,1200000.0,2.7468075929735307e-06,0.18688844366192114,2835.3479104936123,0.011,0.023877244424315436,1004509.6,25.0
130,131.0,0.9310596511853718,6.280973325223734,1200000.0,2.6327835355527217e-06,0.18001115486508468,2530.044050499797,0.011,0.03844598473533395,1007467.6,25.0
131,132.0,0.9424844076034173,6.327975520409581,1200000.0,2.739974314936885e-06,0.2015589357033889,4104.922232232988,0.011,0.011790245198725513,1028500.0,25.0
132,133.0,0.913631189403366,5.866802286845022,1200000.0,2.544720549520286e-06,0.2220073387772601,5139.798857331276,0.011,0.018868375221660794,946546.4,25.0
133,134.0,0.7887096678175848,6.521734147837151,1200000.0,2.8975089369634034e-06,0.17055206857082794,1921.097455367446,0.011,0.031986858790355455,999232.8,25.0
